name,star,number_of_reviewer,price,cost,discount,longitude,latitude,score_level,address,link
New Sun Hotel Đà Lạt,8.5,223,572000,880000,35,11.945875,108.433545,medium,"
140 Đường Hai Bà Trưng, Phường 6, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/new-sun-thanh-pho-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=58&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=723433001_367860142_2_0_0&highlighted_blocks=723433001_367860142_2_0_0&matching_block_id=723433001_367860142_2_0_0&sr_pri_blocks=723433001_367860142_2_0_0__57200000&from=searchresults#hotelTmpl
Du Parc Hotel Dalat,7.8,323,5119412,5119412,0,11.93663893,108.43895316,Low,"
15 Tran Phu, Ward 3, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/dalat-du-parc.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=59&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=26547203_0_2_1_0&highlighted_blocks=26547203_0_2_1_0&matching_block_id=26547203_0_2_1_0&sr_pri_blocks=26547203_0_2_1_0__511941249&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Jerry House Đà Lạt,9.1,205,567000,945000,40,11.940108,108.428304,medium,"
F10 Mạc Đỉnh Chi Phường 4 Đà Lạt, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/lani-house-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=861413401_371674752_2_0_0&highlighted_blocks=861413401_371674752_2_0_0&matching_block_id=861413401_371674752_2_0_0&sr_pri_blocks=861413401_371674752_2_0_0__56700000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Dahill 196 Dalat,8.8,83,1512000,2520000,40,11.96751,108.444261,medium,"
196 Đường Phù Đổng Thiên Vương, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/dahill-196.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=979374603_378970923_4_0_0&highlighted_blocks=979374603_378970923_4_0_0&matching_block_id=979374603_378970923_4_0_0&sr_pri_blocks=979374603_378970923_4_0_0__151200000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Golden Hills-Lotus House,8.6,21,4780000,4780000,0,11.92926491,108.43642335,medium,"
98 Đường Nguyễn Trung Trực, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/lotus-house-thanh-pho-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=896029801_364933172_14_0_0&highlighted_blocks=896029801_364933172_14_0_0&matching_block_id=896029801_364933172_14_0_0&sr_pri_blocks=896029801_364933172_14_0_0__478000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt,9.5,134,696000,1160000,40,11.94013081,108.4253357,High,"
Số 7 ngõ Yên Bình, Đường Đặng Thuỳ Trâm, Phường 4, Thành phố Đà Lạt, Tỉnh Lâm Đồng, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/dalat-stream.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=819282505_357562836_2_0_0&highlighted_blocks=819282505_357562836_2_0_0&matching_block_id=819282505_357562836_2_0_0&sr_pri_blocks=819282505_357562836_2_0_0__69600000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Silent Night Dem Lanh Hotel,8.9,363,1180000,1180000,0,11.937837,108.435517,medium,"
05 Pham Ngu Lao, Ward 1, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/silent-night-dem-lanh.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=455523237_141860254_2_0_0&highlighted_blocks=455523237_141860254_2_0_0&matching_block_id=455523237_141860254_2_0_0&sr_pri_blocks=455523237_141860254_2_0_0__118000000&from=searchresults#hotelTmpl
Villa Hotel Du Thuyền,8.639754098360656,0,600000,1000000,40,11.9433237,108.4254235,medium,"
20 Trần Bình Trọng, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/villa-du-thuyen.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=1104489202_383280236_2_0_0&highlighted_blocks=1104489202_383280236_2_0_0&matching_block_id=1104489202_383280236_2_0_0&sr_pri_blocks=1104489202_383280236_2_0_0__60000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Royal Palace,8.3,256,1838000,3676000,50,11.93521058,108.44099387,medium,"
Đường Hà Huy Tập 55 49A Đường Hà Huy Tập, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/royal-palace-thanh-pho-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=704847503_376540910_2_42_0&highlighted_blocks=704847503_376540910_2_42_0&matching_block_id=704847503_376540910_2_42_0&sr_pri_blocks=704847503_376540910_2_42_0__183800000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
HANZ Pho Hoa Hotel,8.9,165,690099,1277962,46,11.946847,108.427318,High,"
58B Lê Thánh Tôn, Ward 6, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/phuoc-trang.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=445883811_351306297_2_0_0&highlighted_blocks=445883811_351306297_2_0_0&matching_block_id=445883811_351306297_2_0_0&sr_pri_blocks=445883811_351306297_2_0_0__69009900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Đà Lạt An Khang Boutique Hotel,7.7,7,600000,1000000,40,11.929599,108.44323,High,"
124 Đường Tô Hiến Thành, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/an-khang-thanh-pho-da-lat123.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=672686401_380249787_2_0_0&highlighted_blocks=672686401_380249787_2_0_0&matching_block_id=672686401_380249787_2_0_0&sr_pri_blocks=672686401_380249787_2_0_0__60000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
N'Queen Villa,8.7,109,1841503,1841503,0,11.94176091,108.45182719,medium,"
37 Đường Yersin, Phường 10, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/n-39-queen-villa.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=537466704_0_2_0_0&highlighted_blocks=537466704_0_2_0_0&matching_block_id=537466704_0_2_0_0&sr_pri_blocks=537466704_0_2_0_0__184150306&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
River Park Hotel Dalat,7.9,170,1012135,1012135,0,11.943944,108.439312,High,"
137 Phan Bội Châu, Phường 1, Thành phố Đà Lạt, Lâm Đồng, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/river-park.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__101213494&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Ngoc Phat Dalat Hotel,8.2,144,2152182,2152182,0,11.9377201,108.44377309,medium,"
10 Ho Tung Mau, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/ngoc-phat-dalat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=84774502_0_2_1_0&highlighted_blocks=84774502_0_2_1_0&matching_block_id=84774502_0_2_1_0&sr_pri_blocks=84774502_0_2_1_0__215218237&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Khách Sạn Mỹ Hằng,9.3,25,691356,691356,0,11.949152,108.440349,High,"
H26 Nguyễn Thị Nghĩa 27 Nguyễn Thị Nghĩa, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/khach-san-my-hang.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=317691206_246181457_2_0_0&highlighted_blocks=317691206_246181457_2_0_0&matching_block_id=317691206_246181457_2_0_0&sr_pri_blocks=317691206_246181457_2_0_0__69135600&from=searchresults#hotelTmpl
Thung Lũng Kim Khuê Villas,9.2,52,950000,950000,0,11.93816985,108.43917567,High,"
5/24 Lê Đại Hành, Phường 3, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/thung-lung-kim-khue-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=925092601_381759318_2_0_0&highlighted_blocks=925092601_381759318_2_0_0&matching_block_id=925092601_381759318_2_0_0&sr_pri_blocks=925092601_381759318_2_0_0__95000000&from=searchresults#hotelTmpl
Song Anh Hotel,8.9,61,2340000,2340000,0,11.951081,108.442366,High,"
25 Dinh Tien Hoang Street, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/song-anh-thanh-pho-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=436199301_130755442_2_41_0&highlighted_blocks=436199301_130755442_2_41_0&matching_block_id=436199301_130755442_2_41_0&sr_pri_blocks=436199301_130755442_2_41_0__234000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Nhà Tam Giác Homestay,9.7,7,800000,800000,0,11.92075021,108.43618171,High,"
101 Đường Triệu Việt Vương, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/nha-tam-giac-homestay-thanh-pho-da-lat1.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700908987&all_sr_blocks=1001776101_372973685_2_2_0&highlighted_blocks=1001776101_372973685_2_2_0&matching_block_id=1001776101_372973685_2_2_0&sr_pri_blocks=1001776101_372973685_2_2_0__80000000&from=searchresults#hotelTmpl
Greenview Dalat,9.2,332,735000,735000,0,11.92622,108.431163,medium,"
T21 An Sơn , phường 4, TP Đà Lạt T21 An Sơn , phường 4, TP Đà Lạt, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/greenview-guesthouse-dalat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=596593402_277354722_2_0_0&highlighted_blocks=596593402_277354722_2_0_0&matching_block_id=596593402_277354722_2_0_0&sr_pri_blocks=596593402_277354722_2_0_0__73500000&from=searchresults#hotelTmpl
SODA HOTEL,8.0,371,720000,720000,0,11.947493,108.440066,medium,"
119 Đường Bùi Thị Xuân, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/soda.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=673970302_298674341_2_0_0&highlighted_blocks=673970302_298674341_2_0_0&matching_block_id=673970302_298674341_2_0_0&sr_pri_blocks=673970302_298674341_2_0_0__72000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Grey House,8.7,103,380000,380000,0,11.933238,108.441802,medium,"
34 Lương Thế Vinh, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/grey-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=492032119_179904739_2_0_0&highlighted_blocks=492032119_179904739_2_0_0&matching_block_id=492032119_179904739_2_0_0&sr_pri_blocks=492032119_179904739_2_0_0__38000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Casanova Dalat Hotel,8.7,196,953955,1644750,42,11.93314287,108.44143904,medium,"
24 Luong The Vinh, Ward 3, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/casanova-dalat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=614771401_373902042_2_2_0&highlighted_blocks=614771401_373902042_2_2_0&matching_block_id=614771401_373902042_2_2_0&sr_pri_blocks=614771401_373902042_2_2_0__95395500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
TTR Skyview Hotel,7.7,867,792475,792475,0,11.9417793,108.4345337,medium,"
50 Phan Nhu Thach, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/victory-da-lat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=260284102_0_2_0_0&highlighted_blocks=260284102_0_2_0_0&matching_block_id=260284102_0_2_0_0&sr_pri_blocks=260284102_0_2_0_0__79247496&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Le Macaron Boutique Hotel Đà Lạt - Dalat,10.0,51,3749760,4687200,20,11.94440909,108.43441417,High,"
52 Trương Công Định, Phường 1, Đà Lạt, Lâm Đồng, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/le-macaron-boutique.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=1017599601_374234418_2_1_0&highlighted_blocks=1017599601_374234418_2_1_0&matching_block_id=1017599601_374234418_2_1_0&sr_pri_blocks=1017599601_374234418_2_1_0__374976000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Môn Bạc Home,9.2,143,435424,435424,0,11.96527083,108.45415104,High,"
lô2 KQH trần Anh Tông KP 1 Phường 8 , Da Lat, Vietnam
",https://www.booking.com/hotel/vn/mon-bac-homestay.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=947336906_376538711_2_0_0&highlighted_blocks=947336906_376538711_2_0_0&matching_block_id=947336906_376538711_2_0_0&sr_pri_blocks=947336906_376538711_2_0_0__43542400&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
CEREJA Hotel & Resort Dalat,7.6,84,3352424,3352424,0,11.885104,108.431961,Low,"
Hoa Phượng Tím, Hồ Tuyền Lâm, Phường 3, Thành Phố Đà Lạt, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/cereja-amp-resort-dalat.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=431780907_0_2_1_0&highlighted_blocks=431780907_0_2_1_0&matching_block_id=431780907_0_2_1_0&sr_pri_blocks=431780907_0_2_1_0__335242392&from=searchresults#hotelTmpl
Ấm Bụng Homestay Đà Lạt,9.3,30,1550570,2215100,30,11.9327273,108.43136175,High,"
12/64 Đào Duy Từ, Phường 4, Da Lat, Vietnam
",https://www.booking.com/hotel/vn/am-bung.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALmnIerBsACAdICJGFmN2YwMzE4LTI3MzMtNGIwYy04ZmU5LWMzMWRiNzBlNzAzM9gCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=84&sr_order=popularity&srpvid=478c4aba63760165&srepoch=1700909081&all_sr_blocks=978248901_370261233_2_0_0&highlighted_blocks=978248901_370261233_2_0_0&matching_block_id=978248901_370261233_2_0_0&sr_pri_blocks=978248901_370261233_2_0_0__155057000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
