name,star,number_of_reviewer,price,cost,discount,longitude,latitude,score_level,address,link
CONDOTEL 5 SAO THE SÓNG VŨNG TÀU Mr VƯƠNG,9.1,112,1846900,2530000,27,10.3500712,107.09593,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-5-sao-the-song-an-gia-mr-vuong.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=1001827702_379778497_2_0_0&highlighted_blocks=1001827702_379778497_2_0_0&matching_block_id=1001827702_379778497_2_0_0&sr_pri_blocks=1001827702_379778497_2_0_0__184690000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Căn hộ The Sóng - Your Homestay,8.8,33,2040000,10200000,80,10.35016225,107.09640563,High,"
149 Võ Thị Sáu 25, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-melody-premium-apartment.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=1068993402_379827955_2_0_0&highlighted_blocks=1068993402_379827955_2_0_0&matching_block_id=1068993402_379827955_2_0_0&sr_pri_blocks=1068993402_379827955_2_0_0__204000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
BOBO Boutique Hotel,9.0,570,898786,898786,0,10.349563,107.085084,High,"
Tạ Uyên 09, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/bobo-boutique-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=921065501_0_2_0_0&highlighted_blocks=921065501_0_2_0_0&matching_block_id=921065501_0_2_0_0&sr_pri_blocks=921065501_0_2_0_0__89878553&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Summer Beach Hotel Vung Tau,7.8,200,865000,1730000,50,10.331053,107.088084,medium,"
Hẻm 45 Thùy Vân 45/18 Thùy Vân, phường 2, thành phố Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/edoya-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=899810014_376355813_2_2_0&highlighted_blocks=899810014_376355813_2_2_0&matching_block_id=899810014_376355813_2_2_0&sr_pri_blocks=899810014_376355813_2_2_0__86500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Song Premium Apartment,8.6,238,2450000,9800000,75,10.3500335,107.0961128,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-the-song-vung-tau-your-homestay.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=976050303_370998068_2_0_0&highlighted_blocks=976050303_370998068_2_0_0&matching_block_id=976050303_370998068_2_0_0&sr_pri_blocks=976050303_370998068_2_0_0__245000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
La Casa Boutique Hotel,9.5,0,1260999,2802221,55,10.337734,107.082999,High,"
22 Phan Huy Ich, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/la-casa-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=811239404_363913040_0_0_0&highlighted_blocks=811239404_363913040_0_0_0&matching_block_id=811239404_363913040_0_0_0&sr_pri_blocks=811239404_363913040_0_0_0__126099900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Căn hộ nghỉ dưỡng The Sóng,8.7,129,2750000,11000000,75,10.35004,107.0960057,High,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-nghi-duong-the-song-vung-tau-vung-tau1.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=987232904_371159039_2_0_0&highlighted_blocks=987232904_371159039_2_0_0&matching_block_id=987232904_371159039_2_0_0&sr_pri_blocks=987232904_371159039_2_0_0__275000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Sóng Apartments And Hotel 4 Stars,8.3,124,2214000,3690000,40,10.3500712,107.09593,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartments-and-4-stars-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=1019237704_374356241_0_0_0&highlighted_blocks=1019237704_374356241_0_0_0&matching_block_id=1019237704_374356241_0_0_0&sr_pri_blocks=1019237704_374356241_0_0_0__221400000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
THE SONG VŨNG TÀU - Căn Hộ Nghỉ Dưỡng Tiện Ích 5 Sao Cạnh Biển Thành Phố Vũng Tàu!,8.2,133,1697717,2391150,29,10.34953745,107.09655,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/can-ho-5-sao-the-song-vung-tau-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=926882502_364460151_0_0_0&highlighted_blocks=926882502_364460151_0_0_0&matching_block_id=926882502_364460151_0_0_0&sr_pri_blocks=926882502_364460151_0_0_0__169771700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Queen Garden Hotel & Apartment,9.2,284,880000,4400000,80,10.33663834,107.08285779,High,"
H3 Phan Huy Chu ( A Chau Area, Hoang Hoa Tham ), Ward 2, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/queen-garden.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=120254104_370252104_2_0_0&highlighted_blocks=120254104_370252104_2_0_0&matching_block_id=120254104_370252104_2_0_0&sr_pri_blocks=120254104_370252104_2_0_0__88000000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Land Hotel & Apartment,9.1,388,1125000,4500000,75,10.332819,107.082111,High,"
91 Phan Chu Trinh, Phường 2, Thành Phố Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/theland-vung-tau.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=918700402_372363018_2_0_0&highlighted_blocks=918700402_372363018_2_0_0&matching_block_id=918700402_372363018_2_0_0&sr_pri_blocks=918700402_372363018_2_0_0__112500000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
The Song Apartment Sea View - Căn hộ Biển Vũng Tàu - 20 Tiện Ích Miễn Phí,8.7,18,2161890,4804200,55,10.3500687,107.0959306,medium,"
28 Đường Thi Sách, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/the-song-apartment-sea-view-20-tien-ich-mien-phi.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=1063537305_378696226_0_0_0&highlighted_blocks=1063537305_378696226_0_0_0&matching_block_id=1063537305_378696226_0_0_0&sr_pri_blocks=1063537305_378696226_0_0_0__216189000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Anthony Hotel by Joi Hospitality,8.1,257,715950,1431900,50,10.33699901,107.08206713,medium,"
I43 Phan Huy Ích, Phường 2, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/anthony.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=598017601_369248112_2_0_0&highlighted_blocks=598017601_369248112_2_0_0&matching_block_id=598017601_369248112_2_0_0&sr_pri_blocks=598017601_369248112_2_0_0__71595000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
TheSóng Apartment - Xiu's Home,8.8,41,2088900,3798000,45,10.350035,107.096042,High,"
28 Đường Thi Sách Toà Nhà An Gia, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/thesong-apartment-xiu-39-s-home.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=1009580607_373660060_2_0_0&highlighted_blocks=1009580607_373660060_2_0_0&matching_block_id=1009580607_373660060_2_0_0&sr_pri_blocks=1009580607_373660060_2_0_0__208890000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
3H Grand Hotel,9.5,471,1238448,2251724,45,10.330074,107.0848,High,"
274 Phan Chu Trinh, Phường 2, Thành Phố Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/3h-grand.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929463&all_sr_blocks=882792101_360347656_2_0_0&highlighted_blocks=882792101_360347656_2_0_0&matching_block_id=882792101_360347656_2_0_0&sr_pri_blocks=882792101_360347656_2_0_0__123844800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Cassie Boutique Hotel,8.9,108,901180,901180,0,10.33829667,107.08966101,High,"
33a La Văn Cầu , Phường Thắng Tan , Thành Phố Vũng Tàu, Vung Tau, Vietnam
",https://www.booking.com/hotel/vn/cassie-boutique.html?label=gen173nr-1FCAEoggI46AdIM1gEaPQBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKnv4irBsACAdICJDZhMjZkZmE2LWM2OGEtNGM1Ny04NjA1LWI3YjI4MzhkOTA3YtgCBeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2023-12-01&checkout=2023-12-03&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=525f735946de00c2&srepoch=1700929571&all_sr_blocks=944339301_382736992_2_0_0&highlighted_blocks=944339301_382736992_2_0_0&matching_block_id=944339301_382736992_2_0_0&sr_pri_blocks=944339301_382736992_2_0_0__90118000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
